Lat,Long
13.971514,100.403076
13.971513824791446,100.41233301339716
13.971513299165796,100.42159002676611
13.971512423123055,100.43084704007873
13.97151119666326,100.44010405330684
13.971509619786438,100.44936106642227
13.971507692492638,100.45861807939684
13.971505414781916,100.46787509220238
13.97150278665434,100.47713210481072
13.971499808109986,100.48638911719367
13.971496479148938,100.49564612932309
13.971492799771294,100.50490314117079
13.971488769977164,100.5141601527086
13.971484389766667,100.52341716390833
13.971479659139924,100.53267417474187
13.971474578097078,100.54193118518097
13.971469146638272,100.55118819519751
13.971463364763672,100.56044520476331
13.971457232473439,100.56970221385018
13.971450749767756,100.57895922242999
13.97144391664681,100.5882162304745
13.971436733110803,100.5974732379556
13.971429199159942,100.6067302448451
13.971421314794451,100.61598725111482
13.971413080014548,100.6252442567366
13.97140449482049,100.63450126168226
13.971395559212512,100.64375826592364
13.97138627319088,100.65301526943257
13.971376636755867,100.66227227218086
13.971366649907754,100.67152927414037
13.97135631264683,100.6807862752829
13.971345624973392,100.6900432755803
13.97133458688776,100.69930027500439
13.97132319839025,100.70855727352699
13.971311459481196,100.71781427111995
13.971299370160942,100.7270712677551
13.971286930429835,100.73632826340426
13.97127414028824,100.74558525803924
13.971260999736534,100.75484225163191
13.971247508775097,100.7640992441541
13.971233667404318,100.77335623557758
13.97121947562461,100.78261322587427
13.971204933436375,100.79187021501593
13.971190040840046,100.80112720297444
13.971174797836053,100.81038418972159
13.97115920442484,100.81964117522922
13.97114326060686,100.82889815946918
13.971126966382585,100.8381551424133
13.971110321752485,100.8474121240334
13.971093326717039,100.85666910430132
13.971075981276755,100.86592608318888
13.962530847158806,100.403076
13.953547694317612,100.403076
13.944564541476414,100.403076
13.935581388635221,100.403076
13.926598235794023,100.403076
13.91761508295283,100.403076
13.908631930111634,100.403076
13.89964877727044,100.403076
13.890665624429243,100.403076
13.88168247158805,100.403076
13.872699318746854,100.403076
13.863716165905657,100.403076
13.854733013064463,100.403076
13.84574986022327,100.403076
13.836766707382072,100.403076
13.827783554540877,100.403076
13.818800401699683,100.403076
13.80981724885849,100.403076
13.800834096017292,100.403076
13.7918509431761,100.403076
13.782867790334901,100.403076
13.773884637493705,100.403076
13.764901484652512,100.403076
13.755918331811316,100.403076
